品番,商品名_JA,catalog_pages,catalog_info,catalog_usage,catalog_features,catalog_size_material,catalog_evidence,issue_flags
141-725S,箱蝶シリコン極小G(50組入),,箱蝶シリコン極小G(50組入) / 箱蝶パッド調整 / 角度や開きを安定して調整しやすい / 箱蝶パッド調整に使う商品です。サイズ・形状・素材を合わせて交換することで、鼻への当たりを整え、掛け心地やフレームの安定感を改善しやすくします。 / 入数: 50組,箱蝶パッド調整,角度や開きを安定して調整しやすい / 箱蝶パッド調整に使う商品です。サイズ・形状・素材を合わせて交換することで、鼻への当たりを整え、掛け心地やフレームの安定感を改善しやすくします。,入数: 50組,,no_catalog_evidence | no_catalog_page|printed_pages_normalized
141-726,箱蝶シリコン極小W 14.5×7,"カタログP.6,7",箱蝶シリコン極小W 14.5×7 / 箱蝶パッド調整 / 角度や開きを安定して調整しやすい / 箱蝶パッド調整に使う商品です。サイズ・形状・素材を合わせて交換することで、鼻への当たりを整え、掛け心地やフレームの安定感を改善しやすくします。 / 入数: 2組 / シリコン 極小 13×7.3 穴径1.2mm 3組 箱蝶 シリコン W 小 17×8 穴径1.2mm No.141-726 箱蝶 シリコン W 極小 14.5×7 穴径 / mm 箱蝶 シリコン 極小 G （抗菌仕様）13×7.5 穴径1.2㎜ No.141-597 No.141-637 No.141-725 箱蝶 シリコン G 極小 / mm 2組 / シリコン No.141-736 No.141-725 No.141-726 No.141-313 No.83-101 No.83-102 No.141-776 No.1,箱蝶パッド調整,角度や開きを安定して調整しやすい / 箱蝶パッド調整に使う商品です。サイズ・形状・素材を合わせて交換することで、鼻への当たりを整え、掛け心地やフレームの安定感を改善しやすくします。,入数: 2組 / シリコン 極小 13×7.3 穴径1.2mm 3組 箱蝶 シリコン W 小 17×8 穴径1.2mm No.141-726 箱蝶 シリコン W 極小 14.5×7 穴径 / mm 箱蝶 シリコン 極小 G （抗菌仕様）13×7.5 穴径1.2㎜ No.141-597 No.141-637 No.141-725 箱蝶 シリコン G 極小 / mm 2組 / シリコン No.141-736 No.141-725 No.141-726 No.141-313 No.83-101 No.83-102 No.141-776 No.1,"カタログ参照=カタログP.6,7 ; PDF抽出メモ=穴径1.2㎜ 箱蝶 シリコン 極小 13×7.3 穴径1.2mm 3組 箱蝶 シリコン W 小 17×8 穴径1.2mm No.141-726 箱蝶 シリコン W 極小 14.5×7 穴径1.2mm 箱蝶 シリコン 極小 G （抗菌仕様）13×7.5 穴径1.2㎜ No.141-597 No.141-637 No.141-725 箱蝶 シリコン G 極小 14.5×7 穴径1.2mm 2組 || No.141-481 No.141-737 No.141-369 No.141-370 シリコン No.141-736... ; 画像=141-726_1.jpg",printed_pages_normalized
141-726A,箱蝶シリコン極小W(100組入),,箱蝶シリコン極小W(100組入) / 箱蝶パッド調整 / 角度や開きを安定して調整しやすい / 箱蝶パッド調整に使う商品です。サイズ・形状・素材を合わせて交換することで、鼻への当たりを整え、掛け心地やフレームの安定感を改善しやすくします。 / 入数: 100組,箱蝶パッド調整,角度や開きを安定して調整しやすい / 箱蝶パッド調整に使う商品です。サイズ・形状・素材を合わせて交換することで、鼻への当たりを整え、掛け心地やフレームの安定感を改善しやすくします。,入数: 100組,,no_catalog_evidence | no_catalog_page|printed_pages_normalized
141-726B,箱蝶シリコン極小W(300組入),,箱蝶シリコン極小W(300組入) / 箱蝶パッド調整 / 角度や開きを安定して調整しやすい / 箱蝶パッド調整に使う商品です。サイズ・形状・素材を合わせて交換することで、鼻への当たりを整え、掛け心地やフレームの安定感を改善しやすくします。 / 入数: 300組,箱蝶パッド調整,角度や開きを安定して調整しやすい / 箱蝶パッド調整に使う商品です。サイズ・形状・素材を合わせて交換することで、鼻への当たりを整え、掛け心地やフレームの安定感を改善しやすくします。,入数: 300組,,no_catalog_evidence | no_catalog_page|printed_pages_normalized
141-726S,箱蝶シリコン極小W(50組入),,箱蝶シリコン極小W(50組入) / 箱蝶パッド調整 / 角度や開きを安定して調整しやすい / 箱蝶パッド調整に使う商品です。サイズ・形状・素材を合わせて交換することで、鼻への当たりを整え、掛け心地やフレームの安定感を改善しやすくします。 / 入数: 50組,箱蝶パッド調整,角度や開きを安定して調整しやすい / 箱蝶パッド調整に使う商品です。サイズ・形状・素材を合わせて交換することで、鼻への当たりを整え、掛け心地やフレームの安定感を改善しやすくします。,入数: 50組,,no_catalog_evidence | no_catalog_page|printed_pages_normalized
141-727,ガードアームG,"カタログP.22,23",ガードアームG / 眼鏡店向け作業・販売補助 / 作業や提案をスムーズにし、店頭対応の幅を広げやすい / 眼鏡店の作業や店頭提案を補助する商品です。用途に合わせて使うことで、修理・調整・販売時の対応をスムーズにしやすくします。 / No.827-563 5組 対応ネジ 1.0㎜ 1組 240N633 No.141-727 No.141-728 ガード・チタングス・ アイアーム・ピターム ガードアーム G 対応ネジ 1.2㎜ 共通図面 No.141-728装着例 ガードアーム W 1組 || 注意 ● バーナーで炙る際は、温度の低い部分 (噴出口付近など)で炙ってください。炙り過ぎると変...,眼鏡店向け作業・販売補助,作業や提案をスムーズにし、店頭対応の幅を広げやすい / 眼鏡店の作業や店頭提案を補助する商品です。用途に合わせて使うことで、修理・調整・販売時の対応をスムーズにしやすくします。 / No.827-563 5組 対応ネジ 1.0㎜ 1組 240N633 No.141-727 No.141-728 ガード・チタングス・ アイアーム・ピターム ガードアーム G 対応ネジ 1.2㎜ 共通図面 No.141-728装着例 ガードアーム W 1組 || 注意 ● バーナーで炙る際は、温度の低い部分 (噴出口付近など)で炙ってください。炙り過ぎると変...,,"カタログ参照=カタログP.22,23 ; PDF抽出メモ=No.827-563 5組 対応ネジ 1.0㎜ 1組 240N633 No.141-727 No.141-728 ガード・チタングス・ アイアーム・ピターム ガードアーム G 対応ネジ 1.2㎜ 共通図面 No.141-728装着例 ガードアーム W 1組 || 注意 ● バーナーで炙る際は、温度の低い部分 (噴出口付近など)で炙ってください。炙り過ぎると変色、劣化の原因になります。 ガードアーム 主な対応フレーム No.141-727 No.141-728 ガードアーム G ガードアーム W 加工用工具 No.1... ; 画像=141-727_1.jpg",printed_pages_normalized
141-728,ガードアームW,"カタログP.22,23",ガードアームW / 眼鏡店向け作業・販売補助 / 作業や提案をスムーズにし、店頭対応の幅を広げやすい / 眼鏡店の作業や店頭提案を補助する商品です。用途に合わせて使うことで、修理・調整・販売時の対応をスムーズにしやすくします。 / 対応ネジ 1.0㎜ 1組 240N633 No.141-727 No.141-728 ガード・チタングス・ アイアーム・ピターム ガードアーム G 対応ネジ 1.2㎜ 共通図面 No.141-728装着例 ガードアーム W 1組 素材：洋白 || アイアーム・ピターム ガードアーム G 対応ネジ 1.2㎜ 共通図面 No.141-728装着例 ガードアーム... / mm のネジをご使用ください）,眼鏡店向け作業・販売補助,作業や提案をスムーズにし、店頭対応の幅を広げやすい / 眼鏡店の作業や店頭提案を補助する商品です。用途に合わせて使うことで、修理・調整・販売時の対応をスムーズにしやすくします。 / 対応ネジ 1.0㎜ 1組 240N633 No.141-727 No.141-728 ガード・チタングス・ アイアーム・ピターム ガードアーム G 対応ネジ 1.2㎜ 共通図面 No.141-728装着例 ガードアーム W 1組 素材：洋白 || アイアーム・ピターム ガードアーム G 対応ネジ 1.2㎜ 共通図面 No.141-728装着例 ガードアーム...,mm のネジをご使用ください）,"カタログ参照=カタログP.22,23 ; PDF抽出メモ=対応ネジ 1.0㎜ 1組 240N633 No.141-727 No.141-728 ガード・チタングス・ アイアーム・ピターム ガードアーム G 対応ネジ 1.2㎜ 共通図面 No.141-728装着例 ガードアーム W 1組 素材：洋白 || アイアーム・ピターム ガードアーム G 対応ネジ 1.2㎜ 共通図面 No.141-728装着例 ガードアーム W 1組 素材：洋白 詳しくは P1 〜 5 を参照 チタングス 対応ネジ 1.2㎜ 1組 （※接合部には 1.0mm のネジをご使用ください） || ● バー... ; 画像=141-728_1.jpg",printed_pages_normalized
141-729,箱蝶シリコン極小 14.5×7,"カタログP.6,7",箱蝶シリコン極小 14.5×7 / 箱蝶パッド調整 / 角度や開きを安定して調整しやすい / 箱蝶パッド調整に使う商品です。サイズ・形状・素材を合わせて交換することで、鼻への当たりを整え、掛け心地やフレームの安定感を改善しやすくします。 / 入数: 3組 / シリコンパット 箱蝶 シリコン 大 19×9.5 穴径1.2mm No.141-729 箱蝶 シリコン 極小 14.5×7 穴径1.2mm No.141-638 箱蝶 / シリコン 極小 15×8 穴径1.2mm 3組 箱蝶 シリコン 丸 9丸 穴径1.0mm No.141-422 箱蝶 シリコン 極小 13×7 穴径1.0mm No.1 / シリコン （抗菌） No.141-663 No.141-788 No.141-637 No.141-597 No.141-729 No.141-638 No.141-5,箱蝶パッド調整,角度や開きを安定して調整しやすい / 箱蝶パッド調整に使う商品です。サイズ・形状・素材を合わせて交換することで、鼻への当たりを整え、掛け心地やフレームの安定感を改善しやすくします。,入数: 3組 / シリコンパット 箱蝶 シリコン 大 19×9.5 穴径1.2mm No.141-729 箱蝶 シリコン 極小 14.5×7 穴径1.2mm No.141-638 箱蝶 / シリコン 極小 15×8 穴径1.2mm 3組 箱蝶 シリコン 丸 9丸 穴径1.0mm No.141-422 箱蝶 シリコン 極小 13×7 穴径1.0mm No.1 / シリコン （抗菌） No.141-663 No.141-788 No.141-637 No.141-597 No.141-729 No.141-638 No.141-5,"カタログ参照=カタログP.6,7 ; PDF抽出メモ=消 耗 品 S A B C の価格は P1 〜 P5 のサービスパック一覧をご参照下さい。 該当する●●●● シリコンパット 箱蝶 シリコン 大 19×9.5 穴径1.2mm No.141-729 箱蝶 シリコン 極小 14.5×7 穴径1.2mm No.141-638 箱蝶 シリコン 極小 15×8 穴径1.2mm 3組 箱蝶 シリコン 丸 9丸 穴径1.0mm No.141-422 箱蝶 シリコン 極小 13×7 穴径1.0mm No.141-639 || No.141-754 シリコン （抗菌） No.141... ; 画像=141-729_1.jpg",printed_pages_normalized
141-729A,箱蝶シリコン極小(100組入),,箱蝶シリコン極小(100組入) / 箱蝶パッド調整 / 角度や開きを安定して調整しやすい / 箱蝶パッド調整に使う商品です。サイズ・形状・素材を合わせて交換することで、鼻への当たりを整え、掛け心地やフレームの安定感を改善しやすくします。 / 入数: 100組,箱蝶パッド調整,角度や開きを安定して調整しやすい / 箱蝶パッド調整に使う商品です。サイズ・形状・素材を合わせて交換することで、鼻への当たりを整え、掛け心地やフレームの安定感を改善しやすくします。,入数: 100組,,no_catalog_evidence | no_catalog_page|printed_pages_normalized
141-729B,箱蝶シリコン極小(300組入),,箱蝶シリコン極小(300組入) / 箱蝶パッド調整 / 角度や開きを安定して調整しやすい / 箱蝶パッド調整に使う商品です。サイズ・形状・素材を合わせて交換することで、鼻への当たりを整え、掛け心地やフレームの安定感を改善しやすくします。 / 入数: 300組,箱蝶パッド調整,角度や開きを安定して調整しやすい / 箱蝶パッド調整に使う商品です。サイズ・形状・素材を合わせて交換することで、鼻への当たりを整え、掛け心地やフレームの安定感を改善しやすくします。,入数: 300組,,no_catalog_evidence | no_catalog_page|printed_pages_normalized
141-729S,箱蝶シリコン極小(50組入),,箱蝶シリコン極小(50組入) / 箱蝶パッド調整 / 角度や開きを安定して調整しやすい / 箱蝶パッド調整に使う商品です。サイズ・形状・素材を合わせて交換することで、鼻への当たりを整え、掛け心地やフレームの安定感を改善しやすくします。 / 入数: 50組,箱蝶パッド調整,角度や開きを安定して調整しやすい / 箱蝶パッド調整に使う商品です。サイズ・形状・素材を合わせて交換することで、鼻への当たりを整え、掛け心地やフレームの安定感を改善しやすくします。,入数: 50組,,no_catalog_evidence | no_catalog_page|printed_pages_normalized
141-731-CL,一山パッド ニギリツブ クリア,"カタログP.18,19",一山パッド ニギリツブ クリア / 鼻パッド / 掛け心地を整えやすい / 鼻パッドに使う商品です。サイズ・形状・素材を合わせて交換することで、鼻への当たりを整え、掛け心地やフレームの安定感を改善しやすくします。 / 入数: 1ヶ,鼻パッド,掛け心地を整えやすい / 鼻パッドに使う商品です。サイズ・形状・素材を合わせて交換することで、鼻への当たりを整え、掛け心地やフレームの安定感を改善しやすくします。,入数: 1ヶ,"カタログ参照=カタログP.18,19 ; PDF抽出メモ=2組 1組 小売価格 1,390 円（税込） Parts 各種1袋 240N633 ニギリツブ ブリッジに高さをつけて、目とレンズの距離を離す事ができる一山用パッド No.141-731-CL 一山パッド クリア No.141-731-DM 一山パッド デミ No.141-731-GL 一山パッド グレー 丁 番・ 座金関連 パット足 関 連 バネ丁番 関 連 || セ ット 【ニギリツブ】No.141-731図面 一山パッド 品 番 パット カラー 入数 素材 No.141-731-CL クリア 1ケ No.14... ; 画像=141-731-CL_1.jpg",printed_pages_normalized
